Id,SalePrice
1461,109311.22239602463
1462,158608.26826886175
1463,179606.24709755665
1464,189575.7192859488
1465,213242.28511469907
1466,165411.9735064927
1467,152158.996889684
1468,160101.60255143818
1469,208498.94792159693
1470,115183.47676453859
1471,172298.38319908746
1472,83290.90693574423
1473,83401.57717809279
1474,142835.918694521
1475,107865.19587777265
1476,381649.5557131956
1477,261484.0384053304
1478,326865.047917706
1479,327897.60871412663
1480,464962.23344402516
1481,331711.8780950806
1482,217109.92822073947
1483,174935.27766201706
1484,167366.84313400058
1485,181238.06490076374
1486,201598.27238327044
1487,353369.3512235454
1488,233982.54684677656
1489,213596.14099469414
1490,239558.83532936752
1491,188293.7024696615
1492,86798.34780312386
1493,208065.24302855376
1494,282932.1655904775
1495,289523.8981623188
1496,243295.65889809272
1497,185705.43762998286
1498,164700.91693498945
1499,164017.77581909855
1500,158467.91518409745
1501,171956.8974932794
1502,159985.17802675834
1503,280147.88299019646
1504,238612.836582611
1505,226059.92902481818
1506,210496.56173130457
1507,241137.23129851956
1508,190918.87738401408
1509,156685.09827064397
1510,148775.2113556885
1511,145322.6563671552
1512,170571.92529553527
1513,158059.77412743765
1514,144467.43375359997
1515,188808.22277011158
1516,146348.6623387995
1517,179830.05019678254
1518,145803.63043912448
1519,206127.82341185719
1520,135305.87525043212
1521,136221.97443296298
1522,175358.06133129649
1523,115731.70156666526
1524,115770.17184013769
1525,115520.7979931745
1526,102339.2833283245
1527,108311.04522057522
1528,119290.52546816181
1529,140949.81544777105
1530,183243.2330429753
1531,120358.0240696824
1532,80822.54133692796
1533,156551.32266507257
1534,117214.42673131096
1535,140147.31947317434
1536,109069.78941292013
1537,70242.81333108169
1538,164206.6803910451
1539,196368.12015476084
1540,132494.84545566974
1541,129362.86187118125
1542,129216.8757165364
1543,178454.29103477317
1544,62420.51726803194
1545,106238.37750963136
1546,126092.43392080774
1547,100993.25916924574
1548,121735.59361168585
1549,103300.10209976156
1550,134655.78967253026
1551,110171.9955723428
1552,153784.45247074313
1553,133743.14230522752
1554,127427.58486855906
1555,170257.60839403662
1556,87144.24007361295
1557,97824.7691515552
1558,103761.30992472163
1559,123540.5337895357
1560,110787.10348081104
1561,132006.33601049075
1562,124665.45661955743
1563,123289.13354178586
1564,162964.33474013163
1565,150774.07883561688
1566,227853.89425182695
1567,73219.75517001071
1568,230116.91071080856
1569,137279.5147706673
1570,154793.01296688366
1571,131337.77108307576
1572,138389.1334760075
1573,244273.13666169957
1574,155247.93403534795
1575,227367.66730044116
1576,230324.80681768502
1577,189034.6791202242
1578,134222.1627927919
1579,144655.22150557465
1580,186227.8232481379
1581,158392.55831051475
1582,118928.16024804668
1583,275082.1125140827
1584,223082.20630629227
1585,131867.73841933606
1586,30953.87152091792
1587,111300.8818054856
1588,171689.10029020032
1589,102637.47535407187
1590,132560.83511306538
1591,103456.45155245026
1592,119241.32686237287
1593,118755.82957420728
1594,109757.29668519416
1595,122781.11232405332
1596,236166.57911544008
1597,194729.11843783848
1598,210962.65027545334
1599,186500.95796114055
1600,173954.23416700895
1601,42448.698453808465
1602,117218.75519226064
1603,94485.13530251973
1604,282345.1470250766
1605,235063.54969128073
1606,156407.93475589505
1607,195384.56343954752
1608,213319.7048430458
1609,194728.50721763013
1610,154239.9778994494
1611,150456.83019955643
1612,197481.86150291085
1613,167484.73178896765
1614,140256.99451883868
1615,89533.96686265645
1616,77556.2887790811
1617,88560.8361934103
1618,113571.30027987427
1619,127209.18726368768
1620,180508.04555213943
1621,130664.99412870005
1622,142037.80315644087
1623,274350.0470831315
1624,212393.80978802626
1625,116230.4882460734
1626,171589.0585740214
1627,177686.69230491034
1628,283026.9453227306
1629,179830.41210369923
1630,365415.691913035
1631,261992.72680511462
1632,263488.0752455736
1633,174141.9563426946
1634,190355.17854402895
1635,173657.97026516875
1636,158754.79769191332
1637,181654.87942959002
1638,192394.24969355515
1639,183505.81005866357
1640,243467.84486062676
1641,180203.4490502379
1642,262606.8792843152
1643,225159.02341072075
1644,239120.7963523145
1645,196211.985174046
1646,151995.41670842987
1647,157518.23839596208
1648,136461.42506513064
1649,128364.46359066726
1650,109658.1526878595
1651,110298.46213296098
1652,83290.90693574423
1653,87782.98659972518
1654,139217.8001897118
1655,129498.26222406627
1656,141187.9138488735
1657,140506.68024282652
1658,147323.97745963972
1659,101940.9550744555
1660,146245.9153749731
1661,415190.3525624817
1662,374781.23561126966
1663,378275.17125376035
1664,497731.2786902359
1665,334254.14162174915
1666,333348.68708276167
1667,371208.96504865884
1668,353441.2052197752
1669,309418.4918110748
1670,359755.0250009927
1671,255499.72558900138
1672,385553.51294015255
1673,283899.3498160486
1674,248347.49026969942
1675,194857.4803178209
1676,205980.6747721105
1677,209054.5297695479
1678,463445.9920995701
1679,381186.1128718322
1680,354924.29298330937
1681,290297.5150247477
1682,319065.96353069856
1683,201338.89102371535
1684,166213.3100401626
1685,176531.40044269708
1686,175679.78222990007
1687,165378.7026113467
1688,197981.04280872815
1689,187624.72756243337
1690,192622.35468070625
1691,183948.71462464603
1692,260918.51994607633
1693,173079.2657269968
1694,179330.8158437141
1695,160635.79062326447
1696,257522.23808730158
1697,161610.5843404588
1698,325424.35595471784
1699,316095.4442452015
1700,268049.0150231484
1701,278297.9314056978
1702,242769.79777016107
1703,240518.84916057438
1704,257940.71840306825
1705,254969.58953777447
1706,384332.42603167926
1707,246552.56548793538
1708,208826.39238067737
1709,247461.19773896498
1710,230514.3027455791
1711,266547.9566492196
1712,271153.8873603159
1713,265887.8532095672
1714,227787.8053347817
1715,214225.47694784103
1716,170368.502742513
1717,172711.6367067463
1718,135090.7182088871
1719,225269.67613594144
1720,242017.69947279556
1721,155130.0218163664
1722,116120.51181958348
1723,149277.668526948
1724,216219.46407095724
1725,236602.67097284598
1726,191363.82179160282
1727,149149.33963757995
1728,171590.54055120455
1729,162454.0834948285
1730,147363.3569090363
1731,126352.61880292342
1732,123481.9893879267
1733,109907.52678878492
1734,118471.3703828327
1735,113401.23676857805
1736,108367.39917608323
1737,290063.95040894125
1738,251027.9658609085
1739,260602.79000110205
1740,228073.56422098234
1741,186529.33377664586
1742,171956.8974932794
1743,180484.4720205589
1744,337825.37019338086
1745,233922.33775336703
1746,239215.77520842507
1747,239302.85077467523
1748,209241.8800011395
1749,146219.5224222293
1750,137137.84873277508
1751,234338.5776628314
1752,107909.8840155958
1753,170615.07296352545
1754,198706.91365019142
1755,180373.66695692547
1756,107955.29240727366
1757,111931.0544537789
1758,150603.0238995636
1759,157705.6677788465
1760,162399.5011072058
1761,148458.98708007662
1762,180900.49459737196
1763,215184.06329583636
1764,117193.70624669656
1765,180628.47519233156
1766,177903.45549272833
1767,184402.771756769
1768,130505.14283679638
1769,165783.2347491997
1770,136180.4377521625
1771,135012.59168618137
1772,153668.77709015776
1773,132422.1605461315
1774,173429.77378455648
1775,145420.15511113228
1776,123458.38619050072
1777,97583.2200913373
1778,142691.8221048892
1779,123910.9732767769
1780,153374.48124737781
1781,133217.8309942886
1782,87123.61214862426
1783,149956.49217383534
1784,102648.25959077936
1785,146915.77971016482
1786,176117.19124452508
1787,172223.49594809112
1788,29026.607666048483
1789,105228.98852897796
1790,79681.11052413206
1791,196554.42522161762
1792,154201.225020071
1793,116227.49858654503
1794,149898.46524686154
1795,131778.08476737805
1796,154394.9132299683
1797,122329.77379234809
1798,123033.46216488353
1799,95161.64331751686
1800,141479.53068690008
1801,112173.08349109722
1802,141217.03427824195
1803,167899.68110790272
1804,129118.95620459493
1805,129677.04056317199
1806,121297.92983410356
1807,132263.83743465377
1808,117555.65069209048
1809,117296.6613379714
1810,135287.26065000525
1811,77234.373170959
1812,95108.09477332138
1813,110782.21726498855
1814,89279.2651054394
1815,29789.856383749895
1816,89390.48206780989
1817,142482.21787042913
1818,177371.354513771
1819,153896.68610432887
1820,74838.5296780962
1821,135732.19048149433
1822,154261.36147439622
1823,44279.03871590298
1824,153263.40289785032
1825,127168.57368886964
1826,105386.36611487945
1827,104043.17301190337
1828,127230.02545579345
1829,146902.93974218384
1830,157106.9286344411
1831,145073.0959774023
1832,107489.43417818076
1833,156275.9027644778
1834,138756.80405430746
1835,102547.89577678942
1836,149093.52769390488
1837,75909.63817538525
1838,107605.66374095932
1839,82672.05554430735
1840,139852.27081002682
1841,140781.98764813395
1842,88121.80093588163
1843,135747.34329560777
1844,177061.8695975342
1845,149471.83899395383
1846,157249.58541589967
1847,196646.39748899927
1848,15843.79110758513
1849,122519.2325193765
1850,125695.40133553115
1851,163654.69928024503
1852,132681.4148185584
1853,132292.46566283872
1854,160009.60370798825
1855,147717.3784183899
1856,216364.7556121566
1857,146620.21496367027
1858,143929.24411340948
1859,118985.73887191914
1860,143062.42810314463
1861,117698.23485876956
1862,283049.6962022081
1863,274427.29243720253
1864,274427.29243720253
1865,371954.49616267206
1866,345298.5717885778
1867,220300.44984236048
1868,273906.44596832665
1869,203244.981953785
1870,210683.36568270018
1871,278655.9738837844
1872,175955.4300857711
1873,245480.52445982795
1874,128770.72453310243
1875,208924.5420191753
1876,195343.3443516974
1877,205089.1961983809
1878,213830.82224655052
1879,145559.17721616031
1880,123390.48300981475
1881,243588.8954797454
1882,241894.80795546353
1883,190849.01446931387
1884,201783.1698672635
1885,240830.88603203764
1886,294084.66774417035
1887,211916.67997851715
1888,239963.60785435236
1889,174790.01592285768
1890,118452.8753945493
1891,147124.6602010585
1892,106016.60919267648
1893,116906.09605085509
1894,144299.97778944173
1895,147894.0109011848
1896,125638.99349498922
1897,109367.86275766816
1898,115776.79596029918
1899,177271.62108891422
1900,157967.1394849715
1901,159976.32518278598
1902,169263.26336092388
1903,216136.88945324064
1904,154614.2325051585
1905,207263.74429930162
1906,155359.21814265588
1907,221187.41595294993
1908,97903.99641293268
1909,121706.1950278604
1910,116321.00153894792
1911,212229.6959403979
1912,300301.9769342055
1913,164992.90837173388
1914,50969.377628268936
1915,353868.85652120353
1916,26637.04561251556
1917,247519.1901083085
1918,131704.51553338702
1919,170674.56474679982
1920,172107.15324147954
1921,391171.3232723812
1922,351929.6419092041
1923,233699.8126549359
1924,226990.31972610316
1925,213301.4165774061
1926,386257.26510160905
1927,124358.53821504395
1928,162321.922060141
1929,123223.64566130441
1930,139611.37415076888
1931,138412.32639024322
1932,128209.04159988166
1933,207625.77804147487
1934,173784.32473891124
1935,165994.32312664564
1936,210712.7339232636
1937,175552.19789006977
1938,173424.63265407542
1939,290342.5252020444
1940,213242.28511469907
1941,174449.17569671787
1942,169927.36104469534
1943,258237.79972147374
1944,391445.32516229403
1945,422407.5411028769
1946,150297.1828526354
1947,331463.9293600465
1948,181520.39560706617
1949,244675.55587513247
1950,179413.18289391403
1951,267465.4371855628
1952,222290.91375593145
1953,163834.1318386557
1954,179285.88541596278
1955,131879.71993429225
1956,261183.8794494232
1957,167980.32872518894
1958,258622.33215221114
1959,147306.42046808655
1960,107861.45364935204
1961,124278.37262605253
1962,83290.90693574423
1963,85238.21806467355
1964,94614.15116011507
1965,139874.0415177689
1966,126791.17487795517
1967,305192.03983819287
1968,407507.9139765805
1969,394194.50948381
1970,417851.9782750702
1971,465215.24140521395
1972,368558.3998853641
1973,309487.1845847756
1974,337508.3184921688
1975,445679.80926300155
1976,263701.5157721488
1977,333180.5980989168
1978,367241.2156981061
1979,341082.19969228876
1980,209629.82298891532
1981,354470.8443039713
1982,220354.12975438367
1983,216752.4221654245
1984,195986.29105145088
1985,223838.5400167673
1986,197494.30934196664
1987,217449.13640732813
1988,174827.44653702332
1989,200080.49167890105
1990,212392.9133511579
1991,226681.4166031219
1992,214414.33697820464
1993,165756.6367492391
1994,231840.39843053953
1995,190980.77703603962
1996,263231.5238997231
1997,344188.9038970145
1998,310952.77009595337
1999,297679.4058342675
2000,306101.10592078173
2001,280389.36141579144
2002,241896.67586752362
2003,255446.87818515484
2004,273341.27079952793
2005,243491.94810320725
2006,237737.3138769432
2007,246522.37870572042
2008,225437.12248909703
2009,195577.4439837524
2010,188464.96807225834
2011,137992.13885369163
2012,170549.31667940033
2013,185076.7239137223
2014,187502.37418840398
2015,219658.7226580096
2016,192420.93095775772
2017,195803.84920275622
2018,117484.30665475347
2019,111160.16547350763
2020,66969.6962688895
2021,111821.26852964194
2022,200813.4633408861
2023,151113.86726198427
2024,269833.2749844725
2025,349400.1931294546
2026,180251.19770024504
2027,153053.383359426
2028,165951.05915390325
2029,161124.1949508034
2030,262531.16265145
2031,233663.8165881223
2032,268033.38124657876
2033,252390.01843144692
2034,169530.08109073126
2035,216327.95886267826
2036,196851.31637650522
2037,197745.47748748926
2038,309517.7491297473
2039,243918.8972545726
2040,329206.8713247598
2041,301875.7742167909
2042,209614.6469635464
2043,179723.9229948114
2044,190984.35351814315
2045,215468.6751376107
2046,146116.54029464675
2047,136069.59745512178
2048,133060.08654068407
2049,161206.2798911905
2050,171031.45496035946
2051,99001.11200994653
2052,131261.10515204415
2053,132421.36375408882
2054,81627.0745227594
2055,161522.11772297017
2056,139894.26137460978
2057,118075.44344069631
2058,201962.75532194707
2059,136268.20017534323
2060,154423.92522065746
2061,168703.9549415196
2062,125372.97772966966
2063,110082.37912174469
2064,140207.90379305955
2065,123267.54876987339
2066,184225.8076401516
2067,134224.4049838258
2068,164141.5101860814
2069,74002.05939731096
2070,114279.28910878603
2071,86999.22609425776
2072,176113.16048231962
2073,116471.79006709499
2074,168043.25656912115
2075,167864.16395262207
2076,118120.53437859933
2077,140710.38666144662
2078,122889.2183644511
2079,131826.8916095877
2080,107810.31374165499
2081,127452.8358922129
2082,130235.36571596494
2083,154973.10823924915
2084,102625.77161705203
2085,130963.87688705523
2086,103360.88018516518
2087,115150.53452617838
2088,108528.17916794993
2089,79927.1921411839
2090,127756.78419603825
2091,85008.72549327364
2092,112258.67372560171
2093,140177.87987317838
2094,119418.51919630336
2095,128214.01268380272
2096,74431.38681538764
2097,89628.78111672566
2098,140957.78503259545
2099,33471.904397554346
2100,82170.30688542296
2101,106121.29434987898
2102,129461.13344766357
2103,96461.36016368057
2104,160927.41999440824
2105,124498.19792759418
2106,57581.214460608
2107,214283.56965499642
2108,103069.251500345
2109,102157.42329600698
2110,130920.8723187804
2111,140437.03437100482
2112,148589.66572656596
2113,103717.11213229335
2114,113868.58327767703
2115,151900.07309996718
2116,110851.19275592755
2117,144626.04601890943
2118,126640.26938107457
2119,117301.55161820841
2120,107775.22944286864
2121,81966.1621529655
2122,96661.81819050541
2123,49934.006238954025
2124,161988.36606776767
